西安-西安-西安	碑林/未央/高新/莲湖/新城/雁塔
西安-未央-方新村	二府庄/龙首村/凤城一路/经济技术开发区/雅荷花园/文景路
西安-未央-张家堡	辛家庙/雅荷花园/经济技术开发区/凤城一路/文景路/二府庄
西安-碑林-广济街	环城南路/南院门/张家村/小雁塔/南大街/长安路
西安-碑林-和平路	大差市/东大街/安西街/安东街/柏树林/东木头市
西安-碑林-东木头市	柏树林/文艺路/东大街/南大街/大差市/和平路
西安-碑林-环城南路	张家村/广济街/南院门/小雁塔/边家村/大学南路
西安-碑林-边家村	大学南路/何家村/张家村/环城南路/广济街/朱雀大街
西安-碑林-大差市	和平路/东大街/安西街/安东街/东木头市/柏树林
西安-碑林-何家村	大学南路/边家村/张家村/环城南路/广济街/朱雀大街
西安-碑林-安东街	安西街/太乙路/东门外/和平路/东关南街/大差市
西安-碑林-柏树林	东木头市/文艺路/东大街/南大街/大差市/和平路
西安-碑林-东门外	东关南街/太乙路/安东街/安西街/和平路/大差市
西安-碑林-太乙路	安东街/东门外/东关南街/安西街/和平路/大差市
西安-碑林-安西街	安东街/和平路/大差市/太乙路/东大街/东门外
西安-碑林-小雁塔	长安路/南院门/南大街/张家村/环城南路/朱雀大街
西安-碑林-长乐坊	东关南街/东门外/太乙路/安东街/安西街/和平路
西安-碑林-东关南街	东门外/太乙路/安东街/长乐坊/安西街/和平路
西安-碑林-朱雀大街	小雁塔/张家村/长安路/环城南路/南院门/广济街
西安-碑林-南大街	南院门/长安路/小雁塔/东木头市/柏树林/文艺路
西安-碑林-东大街	大差市/和平路/安西街/东木头市/柏树林/文艺路
西安-碑林-文艺路	柏树林/东木头市/长安路/南大街/东大街/和平路
西安-碑林-南院门	广济街/小雁塔/南大街/环城南路/张家村/长安路
西安-碑林-长安路	小雁塔/南大街/文艺路/南院门/朱雀大街/柏树林
西安-碑林-大学南路	边家村/何家村/张家村/环城南路/广济街/朱雀大街
西安-碑林-张家村	环城南路/广济街/南院门/小雁塔/边家村/朱雀大街
西安-阎良-关山	武屯/新华路/凤凰路
西安-阎良-凤凰路	新华路/武屯/关山
西安-阎良-武屯	新华路/凤凰路/关山
西安-阎良-新华路	凤凰路/武屯/关山
西安-灞桥-纺织城	红旗/席王/十里铺/洪庆
西安-灞桥-红旗	纺织城/席王/十里铺/洪庆
西安-灞桥-十里铺	红旗/纺织城/席王/洪庆
西安-灞桥-席王	纺织城/红旗/十里铺/洪庆
西安-灞桥-洪庆	席王/纺织城/红旗/十里铺
西安-高新-高新二路	玫瑰大楼/高新四路/高新路/亚美大厦/旺座现代城/唐延路
西安-高新-旺座现代城	唐延路/沣惠南路/科技一路/科技二路/亚美大厦/玫瑰大楼
西安-高新-科技一路	沣惠南路/唐延路/旺座现代城/科技二路/亚美大厦/科技四路西段
西安-高新-沣惠南路	科技一路/唐延路/旺座现代城/科技二路/科技四路西段/亚美大厦
西安-高新-光华路	高新路/高新二路/玫瑰大楼/高新四路/亚美大厦/旺座现代城
西安-高新-亚美大厦	高新四路/玫瑰大楼/唐延路/旺座现代城/高新二路/科技一路
西安-高新-高新四路	玫瑰大楼/亚美大厦/高新二路/旺座现代城/唐延路/科技一路
西安-高新-玫瑰大楼	高新四路/亚美大厦/高新二路/旺座现代城/唐延路/科技一路
西安-高新-高新路	高新二路/光华路/玫瑰大楼/高新四路/亚美大厦/旺座现代城
西安-高新-唐延路	旺座现代城/沣惠南路/科技一路/科技二路/亚美大厦/玫瑰大楼
西安-高新-科技四路西段	科技二路/沣惠南路/科技一路/唐延路/旺座现代城/科技路西口
西安-高新-科技二路	科技一路/沣惠南路/唐延路/科技四路西段/旺座现代城/亚美大厦
西安-高新-科技路西口	科技四路西段/科技二路/科技一路/沣惠南路/唐延路/旺座现代城
西安-莲湖-昆明路	枣园/城西客运站/土门/高科花园/锦园小区/桃园路
西安-莲湖-北关	北大街/北院门/青年路/庙后街/西大街/甜水井
西安-莲湖-城西客运站	枣园/土门/昆明路/高科花园/锦园小区/桃园路
西安-莲湖-红庙坡	环城西路/西关/庙后街/甜水井/青年路/西大街
西安-莲湖-锦园小区	高科花园/土门/桃园路/丰庆路/西稍门/丰禾路
西安-莲湖-北大街	北院门/北关/青年路/西大街/庙后街/甜水井
西安-莲湖-枣园	城西客运站/昆明路/土门/高科花园/锦园小区/桃园路
西安-莲湖-青年路	庙后街/西大街/北院门/甜水井/北大街/北关
西安-莲湖-丰禾路	西稍门/桃园路/丰庆路/西关/锦园小区/红庙坡
西安-莲湖-环城西路	红庙坡/西关/庙后街/甜水井/青年路/西大街
西安-莲湖-桃园路	西稍门/丰庆路/丰禾路/锦园小区/土门/高科花园
西安-莲湖-西稍门	丰庆路/桃园路/丰禾路/锦园小区/西关/高科花园
西安-莲湖-土门	锦园小区/高科花园/桃园路/城西客运站/西稍门/丰庆路
西安-莲湖-甜水井	西大街/庙后街/青年路/北院门/环城西路/红庙坡
西安-莲湖-北院门	北大街/青年路/西大街/北关/庙后街/甜水井
西安-莲湖-西大街	庙后街/甜水井/青年路/北院门/北大街/环城西路
西安-莲湖-西关	红庙坡/环城西路/甜水井/丰庆路/西稍门/丰禾路
西安-莲湖-庙后街	西大街/青年路/甜水井/北院门/北大街/环城西路
西安-莲湖-高科花园	锦园小区/土门/桃园路/丰庆路/西稍门/丰禾路
西安-莲湖-丰庆路	西稍门/桃园路/丰禾路/锦园小区/西关/高科花园
北京-密云-古北口	太师屯/北庄/新城子/不老屯/穆家峪/溪翁庄
北京-密云-不老屯	穆家峪/太师屯/溪翁庄/密云/古北口/北庄
北京-密云-密云	溪翁庄/十里堡/穆家峪/不老屯/太师屯/北庄
北京-密云-十里堡	密云/溪翁庄/穆家峪/不老屯/太师屯/北庄
北京-密云-溪翁庄	密云/十里堡/穆家峪/不老屯/太师屯/古北口
北京-密云-太师屯	北庄/古北口/不老屯/穆家峪/新城子/溪翁庄
北京-密云-新城子	北庄/古北口/太师屯/不老屯/穆家峪/溪翁庄
北京-密云-穆家峪	不老屯/密云/溪翁庄/十里堡/太师屯/北庄
北京-密云-北庄	太师屯/古北口/新城子/不老屯/穆家峪/溪翁庄
北京-石景山-八大处	杨庄/八角/苹果园/古城/老山/衙门口
北京-石景山-西山	金顶街/模式口/苹果园/古城/广宁/杨庄
北京-石景山-玉泉路	八宝山/鲁谷/老山/衙门口/八角/八大处
北京-石景山-八角	杨庄/古城/八大处/苹果园/衙门口/老山
北京-石景山-古城	苹果园/杨庄/八角/八大处/金顶街/西山
北京-石景山-模式口	金顶街/西山/广宁/苹果园/古城/五里坨
北京-石景山-八宝山	玉泉路/鲁谷/老山/衙门口/八角/杨庄
北京-石景山-杨庄	八角/古城/八大处/苹果园/老山/衙门口
北京-石景山-广宁	模式口/五里坨/金顶街/西山/苹果园/古城
北京-石景山-五里坨	广宁/模式口/西山/金顶街/苹果园/古城
北京-石景山-老山	鲁谷/衙门口/八角/八宝山/杨庄/八大处
北京-石景山-金顶街	西山/模式口/苹果园/古城/广宁/杨庄
北京-石景山-衙门口	鲁谷/老山/八角/杨庄/八宝山/古城
北京-石景山-鲁谷	老山/衙门口/八宝山/八角/杨庄/玉泉路
北京-石景山-苹果园	古城/杨庄/八大处/八角/金顶街/西山
北京-通州-北苑	果园/北关环岛/九棵树/新华大街/梨园/梨园城铁
北京-通州-梨园	梨园城铁/九棵树/临河里/新华大街/玉桥/土桥
北京-通州-乔庄	玉桥/土桥/临河里/武夷花园/梨园城铁/梨园
北京-通州-次渠	马驹桥/北苑/果园/九棵树/梨园/北关环岛
北京-通州-新华大街	北关环岛/九棵树/梨园城铁/梨园/玉桥/果园
北京-通州-临河里	土桥/玉桥/梨园城铁/乔庄/梨园/新华大街
北京-通州-梨园城铁	梨园/玉桥/九棵树/临河里/新华大街/土桥
北京-通州-土桥	临河里/乔庄/玉桥/梨园城铁/梨园/武夷花园
北京-通州-潞苑	潞城/土桥/武夷花园/乔庄/临河里/玉桥
北京-通州-北关环岛	新华大街/九棵树/果园/北苑/梨园城铁/梨园
北京-通州-潞城	武夷花园/乔庄/土桥/潞苑/玉桥/临河里
北京-通州-马驹桥	次渠/北苑/果园/九棵树/梨园/北关环岛
北京-通州-果园	北苑/九棵树/北关环岛/新华大街/梨园/梨园城铁
北京-通州-武夷花园	乔庄/玉桥/土桥/潞城/临河里/梨园城铁
北京-通州-玉桥	临河里/乔庄/梨园城铁/土桥/梨园/新华大街
北京-通州-九棵树	梨园/新华大街/梨园城铁/果园/北关环岛/玉桥
北京-房山-长阳	良乡/阎村/窦店/房山城关/迎风/韩村河
北京-房山-窦店	阎村/良乡/房山城关/韩村河/迎风/长阳
北京-房山-韩村河	房山城关/迎风/窦店/阎村/良乡/长阳
北京-房山-迎风	房山城关/韩村河/窦店/阎村/良乡/长阳
北京-房山-阎村	窦店/良乡/长阳/房山城关/迎风/韩村河
北京-房山-房山城关	迎风/韩村河/窦店/阎村/良乡/长阳
北京-房山-良乡	长阳/阎村/窦店/房山城关/迎风/韩村河
北京-顺义-石园	仁和/光明/胜利/马坡/李桥/机场
北京-顺义-后沙峪	新国展/天竺/机场/李桥/胜利/光明
北京-顺义-李桥	仁和/石园/光明/胜利/机场/马坡
北京-顺义-仁和	石园/光明/胜利/李桥/马坡/机场
北京-顺义-新国展	后沙峪/天竺/机场/李桥/胜利/光明
北京-顺义-天竺	机场/新国展/后沙峪/李桥/胜利/仁和
北京-顺义-杨镇	南彩/石园/仁和/光明/马坡/胜利
北京-顺义-机场	天竺/李桥/新国展/后沙峪/胜利/仁和
北京-顺义-胜利	光明/石园/马坡/仁和/李桥/机场
北京-顺义-光明	石园/胜利/仁和/马坡/李桥/机场
北京-顺义-马坡	胜利/光明/石园/仁和/李桥/机场
北京-顺义-南彩	石园/仁和/光明/杨镇/马坡/胜利
北京-昌平-小汤山	兴寿/北七家/霍营/天通苑/立水桥/百善
北京-昌平-天通苑	立水桥/北七家/霍营/小汤山/兴寿/回龙观
北京-昌平-昌平县城	城北/城南/十三陵/长陵/南邵/沙河镇
北京-昌平-阳坊	马池口/南口/城南/昌平县城/城北/十三陵
北京-昌平-立水桥	天通苑/北七家/霍营/小汤山/兴寿/回龙观
北京-昌平-龙泽	回龙观/百善/霍营/沙河镇/南邵/小汤山
北京-昌平-长陵	十三陵/城北/昌平县城/南邵/城南/沙河镇
北京-昌平-城南	昌平县城/城北/十三陵/马池口/长陵/沙河镇
北京-昌平-回龙观	龙泽/霍营/百善/沙河镇/小汤山/南邵
北京-昌平-马池口	阳坊/南口/城南/昌平县城/城北/十三陵
北京-昌平-城北	昌平县城/十三陵/城南/长陵/南邵/沙河镇
北京-昌平-十三陵	城北/昌平县城/城南/长陵/南邵/马池口
北京-昌平-北七家	天通苑/立水桥/小汤山/兴寿/霍营/回龙观
北京-昌平-百善	南邵/回龙观/龙泽/沙河镇/霍营/小汤山
北京-昌平-霍营	回龙观/龙泽/天通苑/立水桥/小汤山/百善
北京-昌平-兴寿	小汤山/北七家/天通苑/霍营/立水桥/百善
北京-昌平-南口	马池口/阳坊/城南/十三陵/昌平县城/城北
北京-昌平-沙河镇	南邵/百善/龙泽/昌平县城/城北/回龙观
北京-昌平-南邵	百善/沙河镇/长陵/城北/昌平县城/十三陵
北京-丰台-菜户营	玉泉营/草桥/右安门/嘉园/马连道/新发地
北京-丰台-青塔	岳各庄/五里店/丰台体育馆/丰台路/北大地/七里庄
北京-丰台-木樨园	赵公口/大红门/西罗园/洋桥/蒲黄榆/和义
北京-丰台-大红门	赵公口/和义/木樨园/南苑/东高地/刘家窑
北京-丰台-和义	南苑/大红门/东高地/赵公口/木樨园/刘家窑
北京-丰台-洋桥	西罗园/角门/木樨园/马家堡/大红门/嘉园
北京-丰台-马连道	西客站/丰益桥/玉泉营/菜户营/丽泽桥/六里桥
北京-丰台-丰益桥	丽泽桥/花乡/六里桥/马连道/西客站/七里庄
北京-丰台-云岗	长辛店/卢沟桥/五里店/青塔/岳各庄/丰台体育馆
北京-丰台-嘉园	草桥/马家堡/右安门/角门/新宫/菜户营
北京-丰台-右安门	嘉园/马家堡/草桥/菜户营/角门/洋桥
北京-丰台-南苑	和义/大红门/东高地/木樨园/赵公口/西罗园
北京-丰台-西客站	六里桥/马连道/丽泽桥/丰益桥/花乡/玉泉营
北京-丰台-世界公园	科技园区/北大地/七里庄/花乡/丰台路/丰台体育馆
北京-丰台-丰台路	丰台体育馆/北大地/岳各庄/七里庄/科技园区/青塔
北京-丰台-蒲黄榆	刘家窑/赵公口/宋家庄/木樨园/大红门/方庄
北京-丰台-卢沟桥	五里店/长辛店/青塔/岳各庄/丰台体育馆/丰台路
北京-丰台-马家堡	嘉园/角门/右安门/草桥/洋桥/西罗园
北京-丰台-六里桥	丽泽桥/西客站/丰益桥/七里庄/马连道/花乡
北京-丰台-刘家窑	蒲黄榆/宋家庄/赵公口/方庄/大红门/左安门
北京-丰台-赵公口	木樨园/大红门/蒲黄榆/刘家窑/宋家庄/西罗园
北京-丰台-丰台体育馆	丰台路/北大地/岳各庄/七里庄/青塔/科技园区
北京-丰台-五里店	青塔/岳各庄/丰台体育馆/卢沟桥/丰台路/北大地
北京-丰台-成寿寺	方庄/左安门/宋家庄/刘家窑/蒲黄榆/东高地
北京-丰台-西罗园	洋桥/木樨园/角门/大红门/赵公口/马家堡
北京-丰台-长辛店	卢沟桥/云岗/五里店/青塔/岳各庄/丰台体育馆
北京-丰台-东高地	和义/南苑/大红门/宋家庄/刘家窑/赵公口
北京-丰台-科技园区	世界公园/北大地/七里庄/丰台路/丰台体育馆/花乡
北京-丰台-丽泽桥	丰益桥/六里桥/西客站/花乡/马连道/七里庄
北京-丰台-七里庄	北大地/丰台路/丰台体育馆/科技园区/岳各庄/丽泽桥
北京-丰台-岳各庄	丰台体育馆/丰台路/北大地/青塔/七里庄/五里店
北京-丰台-新宫	草桥/嘉园/新发地/马家堡/玉泉营/右安门
北京-丰台-新发地	玉泉营/新宫/草桥/菜户营/嘉园/马连道
北京-丰台-左安门	方庄/成寿寺/宋家庄/刘家窑/蒲黄榆/赵公口
北京-丰台-花乡	丰益桥/丽泽桥/科技园区/六里桥/七里庄/世界公园
北京-丰台-北大地	丰台路/丰台体育馆/七里庄/岳各庄/科技园区/世界公园
北京-丰台-草桥	嘉园/右安门/马家堡/菜户营/新宫/玉泉营
北京-丰台-玉泉营	菜户营/新发地/草桥/马连道/新宫/嘉园
北京-丰台-方庄	左安门/成寿寺/宋家庄/刘家窑/蒲黄榆/赵公口
北京-丰台-角门	洋桥/马家堡/西罗园/嘉园/右安门/草桥
北京-丰台-宋家庄	刘家窑/蒲黄榆/方庄/左安门/成寿寺/赵公口
北京-宣武-菜市口	宣武门/陶然亭/虎坊桥/牛街/长椿街/和平门
北京-宣武-右安门	白纸坊/牛街/白广路/长椿街/南菜园/菜市口
北京-宣武-前门	天桥/和平门/虎坊桥/陶然亭/宣武门/菜市口
北京-宣武-西客站	马连道/红莲/广安门/南菜园/白广路/白纸坊
北京-宣武-天桥	前门/虎坊桥/和平门/陶然亭/菜市口/宣武门
北京-宣武-宣武门	菜市口/和平门/虎坊桥/长椿街/陶然亭/牛街
北京-宣武-长椿街	牛街/白广路/白纸坊/右安门/菜市口/宣武门
北京-宣武-白广路	白纸坊/牛街/长椿街/南菜园/右安门/广安门
北京-宣武-马连道	西客站/红莲/广安门/南菜园/白广路/白纸坊
北京-宣武-牛街	长椿街/白广路/白纸坊/右安门/菜市口/南菜园
北京-宣武-南菜园	白纸坊/白广路/广安门/右安门/牛街/长椿街
北京-宣武-广安门	南菜园/白广路/白纸坊/红莲/长椿街/牛街
北京-宣武-和平门	虎坊桥/宣武门/陶然亭/菜市口/前门/天桥
北京-宣武-陶然亭	虎坊桥/菜市口/和平门/宣武门/天桥/前门
